page,sl_no,ministry,sector,project_name,agency,project_code,legacy_ocms_code,pmgid,state,date_of_approval,start_date,original_target_doc,revised_doc,original_cost_crore,revised_cost_crore,cumulative_expenditure_crore,physical_progress_pct
74,399,Ministry of Petroleum & Natural Gas,Oil & Gas,Visakh Raipur Pipeline Project,Hindustan Petroleum Corporation Limited,616254,-,-,"Multi-States
(Chhattisgarh,
Odisha)",09/2024,09/2024,09/2027,-,2212.0,2212.0,570.0,38.4
74,400,Ministry of Petroleum & Natural Gas,Oil & Gas,Change of service of existing Mundra-Panipat Pipeline [Panipat - Churwa section] from Crude oil to Product,Indian Oil Corporation Limited [IOCL],619196,-,-,"Multi-States
(Gujarat, Haryana,
Rajasthan)",05/2025,05/2025,04/2027,-,359.0,359.0,52.55,43.3
74,401,Ministry of Petroleum & Natural Gas,Oil & Gas,"Augmentation/ Revamping of Dimapur Depot, Dimapur",Indian Oil Corporation Limited [IOCL],709786,-,-,Nagaland,08/2023,08/2023,11/2027,-,227.62,227.62,28.03,43.0
74,402,Ministry of Petroleum & Natural Gas,Oil & Gas,Integrated Para Xylene [PX] and Purified Terephthalic Acid [PTA] Project at Paradip Refinery,Indian Oil Corporation Limited [IOCL],604859,-,-,Odisha,07/2020,07/2020,01/2024,08/2026,13805.0,11783.0,8870.29,94.9
74,403,Ministry of Petroleum & Natural Gas,Oil & Gas,"City Gas Distribution [CGD] Project in Gajapati, Kandhamal, Boudh, & Sonepur GA",GAIL Gas,617818,-,-,Odisha,02/2022,02/2022,12/2031,-,514.91,514.91,25.77,5.8
74,404,Ministry of Petroleum & Natural Gas,Oil & Gas,"CUF POL Depot at Sadashibpur [Meramundali], Odisha",Bharat Petroleum Corporation Limited [BPCL],709800,-,-,Odisha,04/2021,04/2021,03/2026,09/2026,393.54,393.54,233.3,86.0
74,405,Ministry of Petroleum & Natural Gas,Oil & Gas,Life Extension of 48 well platforms of Mumbai High & Heera Fields,Oil and Natural Gas Corporation Limited [ONGC],400119,-,-,Offshore,12/2015,12/2015,04/2018,10/2026,3190.69,3375.9,3123.2,90.0
74,406,Ministry of Petroleum & Natural Gas,Oil & Gas,PRP-VIII [Group-A],Oil and Natural Gas Corporation Limited [ONGC],616950,-,-,Offshore,09/2024,09/2024,02/2026,-,1589.4,1486.4,629.46,60.2
75,407,Ministry of Petroleum & Natural Gas,Oil & Gas,Pipeline Replacement Project- PRP-IX,Oil and Natural Gas Corporation Limited [ONGC],619314,-,-,Offshore,08/2025,08/2025,05/2027,-,6684.0,6175.0,979.47,23.5
75,408,Ministry of Petroleum & Natural Gas,Oil & Gas,Daman Upside Development Project,Oil and Natural Gas Corporation Limited [ONGC],709839,-,-,Offshore,06/2022,06/2022,10/2025,12/2026,4144.41,6406.9,6302.5,92.9
75,409,Ministry of Petroleum & Natural Gas,Oil & Gas,MHN TCPP PGC BGC Project [MTPBP],Oil and Natural Gas Corporation Limited [ONGC],709848,-,-,Offshore,06/2022,06/2022,05/2026,12/2026,2329.45,2354.23,1930.25,95.6
75,410,Ministry of Petroleum & Natural Gas,Oil & Gas,PRP-VIII Group B [NH & BS Asset],Oil and Natural Gas Corporation Limited [ONGC],709849,-,-,Offshore,06/2024,06/2024,02/2026,12/2026,2546.9,3348.6,3003.9,98.7
75,411,Ministry of Petroleum & Natural Gas,Oil & Gas,Integrated Development of 4 Contract Areas under DSF-II,Oil and Natural Gas Corporation Limited [ONGC],709851,-,-,Offshore,05/2023,05/2023,04/2027,-,6183.79,6183.79,2053.0,47.4
75,412,Ministry of Petroleum & Natural Gas,Oil & Gas,2G Ethanol Biorefinery at Bathinda,Hindustan Petroleum Corporation Limited,400171,-,-,Punjab,05/2020,05/2020,02/2023,12/2026,1421.46,1421.46,1291.35,95.9
75,413,Ministry of Petroleum & Natural Gas,Oil & Gas,Gurdaspur Jammu Pipeline,Gas Authority of India Limited [GAIL],612853,-,-,Punjab,07/2023,07/2023,07/2026,-,521.9,521.9,326.4,91.1
75,414,Ministry of Petroleum & Natural Gas,Oil & Gas,City Gas Distribution Project at Pathankot District,Indian Oil Corporation Limited [IOCL],709770,-,-,Punjab,03/2022,03/2022,09/2033,-,151.0,151.0,9.02,2.0
75,415,Ministry of Petroleum & Natural Gas,Oil & Gas,Mehsana-Bhatinda & Bhatinda-Jammu Natural Gas Pipeline,Indian Oil Corporation Limited [IOCL],701330,-,-,Rajasthan,07/2011,07/2011,06/2024,-,7392.0,7392.0,6360.86,90.2
75,416,Ministry of Petroleum & Natural Gas,Oil & Gas,"City Gas Distribution Projects at Fazilka [except area already authorized], Ganganagar and Hanumangarh districts",Bharat Petroleum Corporation Limited [BPCL],709794,-,-,Rajasthan,12/2022,12/2022,06/2030,-,3207.0,3207.0,429.3,31.1
75,417,Ministry of Petroleum & Natural Gas,Oil & Gas,CBR 9 MMTPA Project,Chennai Petroleum Corporation Limited [CPCL],604795,-,-,Tamil Nadu,09/2021,09/2021,06/2025,-,31580.0,36354.0,1615.38,10.2
75,418,Ministry of Petroleum & Natural Gas,Oil & Gas,Kochi - Koottanad - Bangalore - Mangalore Pipeline Phase-II,Gas Authority of India Limited [GAIL],701228,-,-,Tamil Nadu,06/2009,06/2009,12/2012,09/2026,2915.0,5909.0,4881.8,97.4
75,419,Ministry of Petroleum & Natural Gas,Oil & Gas,Laying of new 28 inch Desal Water Pipeline and 10 inch Reject Water Pipeline between CPCL Manali Refinery and CPCL Desalination plant at Ennore,Chennai Petroleum Corporation Limited [CPCL],709750,-,-,Tamil Nadu,01/2024,01/2024,09/2025,12/2026,205.0,205.0,117.88,76.9
75,420,Ministry of Petroleum & Natural Gas,Oil & Gas,City Gas Distribution Projects at the Nilgiris and Erode districts,Bharat Petroleum Corporation Limited [BPCL],709796,-,-,Tamil Nadu,12/2022,12/2022,03/2030,-,3685.0,3685.0,303.1,25.5
75,421,Ministry of Petroleum & Natural Gas,Oil & Gas,ATF Pipeline from BPCLs Malkapur POL Installation to Hyderabad International airport,Bharat Petroleum Corporation Limited [BPCL],617822,-,-,Telangana,03/2025,03/2025,09/2027,-,215.0,215.0,46.87,29.1
75,422,Ministry of Petroleum & Natural Gas,Oil & Gas,North East Gas Grid,Indradhanush Gas Grid Limited,701346,-,-,Tripura,04/2020,04/2020,03/2024,03/2028,9265.0,9265.0,7008.0,88.2
75,423,Ministry of Petroleum & Natural Gas,Oil & Gas,"Creation of Gas Dehydration Facilities, Tripura Asset",Oil and Natural Gas Corporation Limited [ONGC],709837,-,-,Tripura,03/2022,03/2022,05/2024,10/2026,209.33,131.51,81.31,71.3
75,424,Ministry of Petroleum & Natural Gas,Oil & Gas,Kanpur LPG Bottling Plant,Bharat Petroleum Corporation Limited [BPCL],619191,-,-,Uttar Pradesh,09/2025,09/2025,09/2027,-,202.0,202.0,132.75,62.5
75,425,Ministry of Petroleum & Natural Gas,Oil & Gas,Bulk Loading Hub- Kanpur,Bharat Petroleum Corporation Limited [BPCL],619312,-,-,Uttar Pradesh,09/2025,09/2025,09/2027,-,186.0,186.0,104.24,62.5
75,426,Ministry of Petroleum & Natural Gas,Oil & Gas,Revamping / Augmentation of Facilities at Mathura Bitumen Plant,Indian Oil Corporation Limited [IOCL],709781,-,-,Uttar Pradesh,04/2022,04/2022,06/2027,12/2026,260.12,260.12,23.58,57.3
75,427,Ministry of Petroleum & Natural Gas,Oil & Gas,"City Gas Distribution Projects at Lakhimpur Kheri , Sitapur, Bahraich, Shravasti,Balrampur, Siddharth Nagar & Maharajganj districts",Bharat Petroleum Corporation Limited [BPCL],709795,-,-,Uttar Pradesh,12/2022,12/2022,06/2030,-,16654.0,16654.0,754.7,19.8
75,428,Ministry of Petroleum & Natural Gas,Oil & Gas,Durgapur - Haldia Pipeline [Section-3B of JHBDPL Project],Gas Authority of India Limited [GAIL],617302,-,-,West Bengal,03/2017,03/2017,12/2020,09/2026,1740.0,2583.0,2380.8,95.7
76,429,Ministry of Petroleum & Natural Gas,Oil & Gas,Siliguri-Jhapa Pipeline Project,Indian Oil Corporation Limited [IOCL],617828,-,-,West Bengal,09/2024,09/2024,08/2029,08/2029,267.0,267.0,3.19,16.5
76,430,Ministry of Petroleum & Natural Gas,Oil & Gas,Siliguri Marketing Terminal [SMT] Capacity Augmentation Project,Numaligarh Refinery Limited,617837,-,-,West Bengal,11/2021,11/2021,12/2025,10/2026,484.0,484.0,319.32,89.0
76,431,Ministry of Petroleum & Natural Gas,Oil & Gas,Dhamra Haldia Pipeline Project,Gas Authority of India Limited [GAIL],701344,-,-,West Bengal,03/2020,03/2020,11/2022,09/2026,1030.65,1125.0,927.4,94.4
76,432,Ministry of Petroleum & Natural Gas,Oil & Gas,Haldia Panagarh Pipeline Project,Hindustan Petroleum Corporation Limited,709753,-,-,West Bengal,11/2022,11/2022,11/2025,08/2026,1010.0,1107.0,884.2,98.3
76,433,Ministry of Petroleum & Natural Gas,Oil & Gas,"City Gas Distribution Project at East Mednipore, West Mednipore & Jhargram Districts",Indian Oil Corporation Limited [IOCL],709772,-,-,West Bengal,03/2022,03/2022,06/2031,-,609.0,609.0,64.44,3.0
76,434,Ministry of Petroleum & Natural Gas,Oil & Gas,City Gas Distribution Projects at Alipurduar and Cooch Behar,Bharat Petroleum Corporation Limited [BPCL],709791,-,-,West Bengal,12/2022,12/2022,03/2030,-,1017.0,1017.0,238.41,43.8
76,435,Ministry of Health & Family Welfare,Healthcare,AIIMS Darbhanga,PMSSY AND Institute of NATIONAL Importance,701172,-,-,Bihar,09/2020,09/2020,07/2029,-,2006.07,2006.07,40.33,1.12
76,436,Ministry of Health & Family Welfare,Healthcare,Establishment of new GMC Saran [Chhapara],"Medical Education, Ministry of Health and Family Welfare",706965,-,-,Bihar,NA,01/1900,01/1900,-,189.0,189.0,113.4,0.0
76,437,Ministry of Health & Family Welfare,Healthcare,Establishment of new GMC Samastipur,"Medical Education, Ministry of Health and Family Welfare",706966,-,-,Bihar,NA,01/1900,01/1900,-,189.0,189.0,113.4,0.0
76,438,Ministry of Health & Family Welfare,Healthcare,Establishment of new GMC Sitamarhi,"Medical Education, Ministry of Health and Family Welfare",707016,-,-,Bihar,NA,01/1900,01/1900,-,250.0,250.0,150.0,0.0
76,439,Ministry of Health & Family Welfare,Healthcare,Establishment of new GMC Jhanjharpur,"Medical Education, Ministry of Health and Family Welfare",707017,-,-,Bihar,NA,01/1900,01/1900,-,250.0,250.0,150.0,0.0
76,440,Ministry of Health & Family Welfare,Healthcare,Establishment of new GMC Siwan,"Medical Education, Ministry of Health and Family Welfare",707018,-,-,Bihar,NA,01/1900,01/1900,-,250.0,250.0,150.0,0.0
76,441,Ministry of Health & Family Welfare,Healthcare,Establishment of new GMC Buxar,"Medical Education, Ministry of Health and Family Welfare",707019,-,-,Bihar,NA,01/1900,01/1900,-,250.0,250.0,150.0,0.0
76,442,Ministry of Health & Family Welfare,Healthcare,Establishment of new GMC Jamui,"Medical Education, Ministry of Health and Family Welfare",707020,-,-,Bihar,03/2019,10/2022,10/2025,-,250.0,500.0,103.21,50.0
76,443,Ministry of Health & Family Welfare,Healthcare,Establishment of new GMC Korba,"Medical Education, Ministry of Health and Family Welfare",707044,-,-,Chhattisgarh,02/2023,10/2023,12/2026,-,325.0,322.85,179.49,55.0
76,444,Ministry of Health & Family Welfare,Healthcare,Establishment of new GMC Mahasamund,"Medical Education, Ministry of Health and Family Welfare",707045,-,-,Chhattisgarh,10/2023,10/2023,05/2026,-,325.0,325.0,321.7,84.0
76,445,Ministry of Health & Family Welfare,Healthcare,Establishment of new GMC Kanker,"Medical Education, Ministry of Health and Family Welfare",707046,-,-,Chhattisgarh,02/2020,09/2024,03/2027,-,325.0,325.0,37.0,45.0
76,446,Ministry of Health & Family Welfare,Healthcare,"Setting up IT Infrastructure including Network Security and Hosting at AIIMS, New Delhi",PMSSY AND Institute of NATIONAL Importance,617882,-,-,Delhi,09/2025,09/2025,09/2026,-,358.19,358.19,53.73,40.0
76,447,Ministry of Health & Family Welfare,Healthcare,"Redevelopment of Residential colonies at Ayur Vigyan Nagar and West Ansari Nagar campuses of AIIMS, New Delhi",PMSSY AND Institute of NATIONAL Importance,617883,-,-,Delhi,10/2016,06/2022,06/2027,-,4441.0,4441.0,44.44,57.0
76,448,Ministry of Health & Family Welfare,Healthcare,AIIMS Rajkot,PMSSY AND Institute of NATIONAL Importance,701170,-,-,Gujarat,01/2019,01/2019,03/2026,12/2026,1195.0,1195.0,805.48,94.0
76,449,Ministry of Health & Family Welfare,Healthcare,Establishment of new GMC Panchmahal,"Medical Education, Ministry of Health and Family Welfare",707049,-,-,Gujarat,09/2022,09/2022,03/2026,-,325.0,663.5,467.34,88.0
77,450,Ministry of Health & Family Welfare,Healthcare,Establishment of new GMC Porbandar,"Medical Education, Ministry of Health and Family Welfare",707050,-,-,Gujarat,04/2022,10/2022,09/2024,-,325.0,618.98,936.64,81.0
77,451,Ministry of Health & Family Welfare,Healthcare,AIIMS Majra Rewari Haryana,Ministry of Health and Family Welfare,701173,-,-,Haryana,02/2019,02/2019,12/2026,12/2026,1299.0,1646.43,747.62,67.45
77,452,Ministry of Health & Family Welfare,Healthcare,AIIMS Kashmir at Awantipora Jammu & Kashmir,PMSSY AND Institute of NATIONAL Importance,701167,-,-,"Jammu and
Kashmir",01/2019,03/2019,12/2025,12/2026,1828.0,2570.19,1602.61,79.0
77,453,Ministry of Health & Family Welfare,Healthcare,Establishment of new GMc Udhampur,"Medical Education, Ministry of Health and Family Welfare",707051,-,-,"Jammu and
Kashmir",09/2019,01/2022,03/2027,-,325.0,325.0,222.0,75.0
77,454,Ministry of Health & Family Welfare,Healthcare,Establishment of new GMC Handwara [Distt. Kupwara],"Medical Education, Ministry of Health and Family Welfare",707052,-,-,"Jammu and
Kashmir",NA,01/1900,01/1900,-,325.0,325.0,173.0,0.0
77,455,Ministry of Health & Family Welfare,Healthcare,Establishment of new GMC Koderma,"Medical Education, Ministry of Health and Family Welfare",707021,-,-,Jharkhand,09/2023,02/2024,08/2026,-,250.0,504.8,271.0,40.0
77,456,Ministry of Health & Family Welfare,Healthcare,Establishment of new GMC Chaibasa [Singhbhum],"Medical Education, Ministry of Health and Family Welfare",707022,-,-,Jharkhand,06/2018,03/2023,09/2025,-,250.0,454.1,65.0,57.0
77,457,Ministry of Health & Family Welfare,Healthcare,Establishment of new GMC Leh,"Medical Education, Ministry of Health and Family Welfare",707057,-,-,Ladakh,10/2019,01/1900,01/1900,-,325.0,325.0,127.0,0.0
77,458,Ministry of Health & Family Welfare,Healthcare,Establishment of new GMC Rajgarh,"Medical Education, Ministry of Health and Family Welfare",707058,-,-,Madhya Pradesh,12/2021,11/2022,04/2024,-,325.0,325.0,179.5,86.0
77,459,Ministry of Health & Family Welfare,Healthcare,Establishment of new GMC Mandla,"Medical Education, Ministry of Health and Family Welfare",707059,-,-,Madhya Pradesh,08/2023,10/2023,04/2026,-,325.0,325.0,89.41,45.0
77,460,Ministry of Health & Family Welfare,Healthcare,Establishment of new GMC Gondia,"Medical Education, Ministry of Health and Family Welfare",706988,-,-,Maharashtra,07/2021,01/1900,01/1900,-,189.0,189.0,113.4,40.14
77,461,Ministry of Health & Family Welfare,Healthcare,Establishment of new GMC West Garo Hills [Tura],"Medical Education, Ministry of Health and Family Welfare",706989,-,-,Meghalaya,NA,01/1900,01/1900,-,189.0,189.0,170.1,0.0
77,462,Ministry of Health & Family Welfare,Healthcare,Establishment of new GMC Mon,"Medical Education, Ministry of Health and Family Welfare",707067,-,-,Nagaland,NA,01/1900,01/1900,-,325.0,325.0,155.0,0.0
77,463,Ministry of Health & Family Welfare,Healthcare,Establishment of new GMC Kapurthala,"Medical Education, Ministry of Health and Family Welfare",707069,-,-,Punjab,11/2019,07/2027,12/2028,-,325.0,550.0,50.0,0.0
77,464,Ministry of Health & Family Welfare,Healthcare,Establishment of new GMC Hoshiarpur,"Medical Education, Ministry of Health and Family Welfare",707070,-,-,Punjab,01/2020,03/2026,12/2028,-,325.0,374.75,2.04,5.0
77,465,Ministry of Health & Family Welfare,Healthcare,Establishment of new GMC Gangtok,"Medical Education, Ministry of Health and Family Welfare",707039,-,-,Sikkim,10/2018,12/2018,12/2026,07/2026,250.0,635.21,667.21,92.0
77,466,Ministry of Health & Family Welfare,Healthcare,ALL India Institute of Medical Sciences-AIIMS Madurai,PMSSY AND Institute of NATIONAL Importance,701168,-,-,Tamil Nadu,12/2018,12/2018,08/2022,10/2026,1264.0,2021.51,540.92,54.0
77,467,Ministry of Health & Family Welfare,Healthcare,AIIMS Bibinagar,PMSSY AND Institute of NATIONAL Importance,701171,-,-,Telangana,12/2018,07/2022,06/2026,12/2026,1028.0,1365.95,1028.94,87.58
77,468,Ministry of Health & Family Welfare,Healthcare,Establishment of new GMC Rudrapur,"Medical Education, Ministry of Health and Family Welfare",707086,-,-,Uttarakhand,10/2022,02/2024,12/2026,-,325.0,325.0,353.01,95.0
77,469,Ministry of Health & Family Welfare,Healthcare,Establishment of new GMC Pithoragarh,"Medical Education, Ministry of Health and Family Welfare",707087,-,-,Uttarakhand,08/2021,04/2023,12/2026,-,325.0,768.89,470.08,78.0
77,470,Ministry of Labour and Employment,Healthcare,"Construction of 350 beds + 50 Super Specialty beds ESIC Hospital Sheelanagar, Visakhapatnam, Andhra Pradesh",Employee's State Insurance Company [ESIC],612167,-,-,Andhra Pradesh,02/2021,04/2023,10/2025,08/2026,384.27,384.27,286.38,95.0
78,471,Ministry of Labour and Employment,Healthcare,350 Bedded [Upgradable to 500 beds] ESI Hospital at Sanand,Employee's State Insurance Company [ESIC],612186,-,-,Gujarat,06/2022,04/2023,03/2026,05/2027,558.12,558.12,55.81,28.0
78,472,Ministry of Labour and Employment,Healthcare,"Demolition, Construction and upgradation of ESI Hospital, Kalol, Gujarat from 50 beds to 150 beds.",Employee's State Insurance Company [ESIC],612211,-,-,Gujarat,08/2022,10/2023,10/2025,11/2026,205.87,205.87,51.74,58.0
78,473,Ministry of Labour and Employment,Healthcare,"Construction of 200 bed ESI Hospital at Bommasandra, Karnataka",Employee's State Insurance Company [ESIC],612745,-,-,Karnataka,02/2015,10/2024,01/2027,05/2027,278.0,278.0,80.52,35.0
78,474,Ministry of Labour and Employment,Healthcare,"Construction of 100 bed ESI Hospital and Staff Quarters [32 Nos.] at Harohalli, Karnataka",Employee's State Insurance Company [ESIC],612748,-,-,Karnataka,07/2019,03/2025,02/2027,-,150.92,150.92,31.05,28.1
78,475,Ministry of Labour and Employment,Healthcare,"Construction of 200 Bedded ESIC Hospital at Butibori, Nagpur, Maharashtra.",Employee's State Insurance Company [ESIC],612213,-,-,Maharashtra,10/2013,08/2022,08/2025,09/2026,194.93,196.7,116.22,67.0
78,476,Ministry of Labour and Employment,Healthcare,"Upgradation & Extension of ESIC Hospital and Construction of PG Hostel / Staff Housing for ESIC Hospital at Andheri, Mumbai",Employee's State Insurance Company [ESIC],616691,-,-,Maharashtra,12/2008,06/2009,08/2025,09/2026,260.13,260.13,216.46,89.0
78,477,Ministry of Labour and Employment,Healthcare,"Construction of 100 Bedded ESI Hospital at Duburi, Odisha.",Employee's State Insurance Company [ESIC],612513,-,-,Odisha,12/2010,02/2025,06/2027,-,164.6,164.6,16.44,7.2
78,478,Ministry of Labour and Employment,Healthcare,CONSTRUCTION OF 300 BEDDED HOSPITAL AT HARIDWAR,Employee's State Insurance Company [ESIC],612259,-,-,Uttarakhand,02/2021,12/2021,10/2024,07/2026,102.4,297.63,340.3,90.5
78,479,"Ministry of Ports, Shipping and Waterways",Inland Waterways,Jal Marg Vikas Project,Inland Waterways Authority of India [IWAI],701565,-,-,"Multi-States
(Bihar, Jharkhand,
Uttar Pradesh,
West Bengal)",01/2018,02/2018,12/2023,10/2026,5369.18,5061.15,4187.19,85.1
78,480,"Ministry of Ports, Shipping and Waterways",Shipping,"Development of Container Terminal at Tuna-Tekra, Deendayal Port on BOT Basis Under PPP Mode",Deendayal Port Trust,609424,-,-,Gujarat,10/2022,03/2024,03/2027,09/2027,4243.64,4243.64,2737.7,60.0
78,481,"Ministry of Ports, Shipping and Waterways",Shipping,"Replacement and revamping of pipeline projects in oil jetty area, Kandla",Deendayal Port Trust [DPT],701570,-,-,Gujarat,09/2021,09/2021,09/2023,03/2025,171.0,211.61,149.5,92.0
78,482,"Ministry of Ports, Shipping and Waterways",Shipping,Mechanization of Berth No.14 for handling Containers and other cargo on DBFOT basis - Phase II,New Mangalore Port Authority,617804,-,-,Karnataka,12/2023,06/2024,03/2027,-,153.23,153.23,97.45,95.0
