report_month,state,ministry,sector,project_count,original_cost,revised_cost,expenditure
December_2025,Karnataka,Ministry of Railways,Railways,18,41130.29,47548.9,20460.0
December_2025,Karnataka,Ministry of Road Transport & Highways,Roads & Highways,24,20248.82,19697.4,10444.14
December_2025,Karnataka,Ministry of Steel,Steel,1,1043.63,1043.63,375.39
December_2025,Kerala,Department of Higher Education,Education,2,2533.45,2744.4,673.2
December_2025,Kerala,Ministry of Civil Aviation,Aviation & Aviation Infrastructure,1,484.57,484.57,116.14
December_2025,Kerala,Ministry of Housing & Urban Affairs,Urban Public Transport,1,1957.05,1957.05,516.92
December_2025,Kerala,Ministry of Petroleum & Natural Gas,Oil & Gas,4,9126.87,11871.0,5597.6
December_2025,Kerala,Ministry of Railways,Railways,3,2846.0,5183.64,2930.14
December_2025,Kerala,Ministry of Road Transport & Highways,Roads & Highways,15,41724.33,44771.7,13485.33
December_2025,Ladakh,Department of Telecommunications,Telecommunication,1,336.89,301.13,237.19
December_2025,Ladakh,Ministry of Civil Aviation,Aviation & Aviation Infrastructure,1,480.0,640.0,484.6
December_2025,Ladakh,Ministry of Road Transport & Highways,Roads & Highways,3,1184.27,1184.27,0.0
December_2025,Madhya Pradesh,Department of Higher Education,Education,1,496.28,496.28,56.35
December_2025,Madhya Pradesh,Department of Telecommunications,Telecommunication,3,3883.82,3691.11,1179.88
December_2025,Madhya Pradesh,"Department of Water Resources, River Development & GR",Water Resources,3,2628.27,2941.14,2982.68
December_2025,Madhya Pradesh,Ministry of Coal,Coal,14,8634.02,8634.02,3543.56
December_2025,Madhya Pradesh,Ministry of Housing & Urban Affairs,Urban Public Transport,2,14442.2,14442.2,8262.56
December_2025,Madhya Pradesh,8262.56,Waste & Water,4,1243.05,1267.38,1124.28
December_2025,Madhya Pradesh,Ministry of Mines,Metals & Mining,1,1856.36,1856.36,950.94
December_2025,Madhya Pradesh,Ministry of Petroleum & Natural Gas,Energy Storage,1,10088.0,10088.0,8217.69
December_2025,Madhya Pradesh,8217.69,Oil & Gas,3,53003.25,53414.0,9840.1
December_2025,Madhya Pradesh,Ministry of Power,Electricity Generation,1,20446.0,20446.0,1145.83
December_2025,Madhya Pradesh,1145.83,Transmission & Distribution,7,17765.0,17765.0,4705.14
December_2025,Madhya Pradesh,Ministry of Railways,Railways,19,58468.02,72465.1,46251.5
December_2025,Madhya Pradesh,Ministry of Road Transport & Highways,Roads & Highways,18,11067.7,11053.4,4005.01
December_2025,Maharashtra,Department of Telecommunications,Telecommunication,4,7608.59,7608.59,2535.04
December_2025,Maharashtra,"Department of Water Resources, River Development & GR",Water Resources,11,22660.36,32345.7,34616.74
December_2025,Maharashtra,Ministry of Civil Aviation,Aviation & Aviation Infrastructure,1,500.48,500.48,348.09
December_2025,Maharashtra,Ministry of Coal,Coal,25,12455.88,12455.9,2875.77
December_2025,Maharashtra,Ministry of Housing & Urban Affairs,Urban Public Transport,9,60255.66,74395.7,34603.37
December_2025,Maharashtra,34603.37,Waste & Water,4,814.94,814.94,662.68
December_2025,Maharashtra,Ministry of Labour and Employment,Healthcare,3,884.31,886.08,606.6
December_2025,Maharashtra,Ministry of Petroleum & Natural Gas,Energy Storage,1,281.35,389.67,249.5
December_2025,Maharashtra,249.50,Oil & Gas,11,32676.16,35504.2,20955.37
December_2025,Maharashtra,"Ministry of Ports, Shipping and Waterways",Healthcare,1,693.0,693.0,58.0
December_2025,Maharashtra,58.00,Shipping,2,6900.0,6900.0,6064.89
December_2025,Maharashtra,Ministry of Power,Transmission & Distribution,4,30596.67,30596.7,6459.46
December_2025,Maharashtra,Ministry of Railways,Railways,34,267898.34,358579.0,272544.48
December_2025,Maharashtra,Ministry of Road Transport & Highways,Roads & Highways,52,49332.36,49549.1,14283.95
December_2025,Manipur,Department of Sports,Education,1,906.47,611.74,565.17
December_2025,Manipur,"Department of Water Resources, River Development & GR",Water Resources,1,1449.44,1822.24,1837.91
December_2025,Manipur,Ministry of Civil Aviation,Aviation & Aviation Infrastructure,1,499.0,499.0,160.06
December_2025,Manipur,Ministry of Petroleum & Natural Gas,Oil & Gas,1,9265.0,9265.0,6622.0
December_2025,Manipur,Ministry of Power,Transmission & Distribution,1,5111.33,6700.0,5442.41
December_2025,Manipur,Ministry of Railways,Railways,1,14323.0,21885.9,15824.48
December_2025,Manipur,Ministry of Road Transport & Highways,Roads & Highways,22,8432.41,8432.41,4453.04
December_2025,Meghalaya,Department of Higher Education,Education,1,494.52,429.7,426.07
December_2025,Meghalaya,Department of Telecommunications,Telecommunication,1,971.96,971.96,215.36
December_2025,Meghalaya,Ministry of Petroleum & Natural Gas,Oil & Gas,1,9265.0,9265.0,6622.0
December_2025,Meghalaya,Ministry of Power,Transmission & Distribution,1,5111.33,6700.0,5442.41
December_2025,Meghalaya,Ministry of Road Transport & Highways,Roads & Highways,9,4138.06,4138.06,182.58
December_2025,Mizoram,Department of Higher Education,Education,1,474.23,474.23,167.55
December_2025,Mizoram,Ministry of Petroleum & Natural Gas,Energy Storage,1,225.71,225.71,16.32
December_2025,Mizoram,16.32,Oil & Gas,1,9265.0,9265.0,6622.0
December_2025,Mizoram,Ministry of Power,Transmission & Distribution,1,5111.33,6700.0,5442.41
December_2025,Mizoram,Ministry of Road Transport & Highways,Roads & Highways,11,6992.95,7137.51,587.89
December_2025,Nagaland,Department of Higher Education,Education,1,275.63,275.63,261.7
December_2025,Nagaland,Ministry of Petroleum & Natural Gas,Oil & Gas,2,9492.62,9492.62,6637.85
December_2025,Nagaland,Ministry of Power,Transmission & Distribution,1,5111.33,6700.0,5442.41
December_2025,Nagaland,Ministry of Railways,Railways,2,8786.7,8786.7,5842.09
December_2025,Nagaland,Ministry of Road Transport & Highways,Roads & Highways,18,5867.05,6421.1,228.62
December_2025,Odisha,Department of Higher Education,Education,1,1229.32,843.09,835.6
December_2025,Odisha,Department of Telecommunications,Telecommunication,3,7147.17,7147.17,2369.02
December_2025,Odisha,"Department of Water Resources, River Development & GR",Water Resources,2,1556.46,5291.33,5427.87
December_2025,Odisha,Ministry of Coal,Coal,13,37048.73,34740.4,13642.46
December_2025,Odisha,13642.46,Electricity Generation,1,27212.96,27213.0,2607.89
December_2025,Odisha,Ministry of Labour and Employment,Healthcare,1,164.6,164.6,16.4
December_2025,Odisha,Ministry of Mines,Metals & Mining,4,6322.0,8702.17,5679.97
December_2025,Odisha,Ministry of Petroleum & Natural Gas,Energy Storage,2,12886.34,14217.0,12553.16
December_2025,Odisha,12553.16,Oil & Gas,6,25800.35,24283.5,16656.64
December_2025,Odisha,"Ministry of Ports, Shipping and Waterways",Shipping,1,3004.63,3004.63,1277.52
December_2025,Odisha,Ministry of Power,Electricity Generation,1,11843.75,12543.0,5347.06
December_2025,Odisha,5347.06,Transmission & Distribution,1,342.69,342.69,6.85
December_2025,Odisha,Ministry of Railways,Railways,28,43414.1,49171.3,31196.37
December_2025,Odisha,31196.37,Railways,1,267.61,267.61,0.0
December_2025,Odisha,Ministry of Road Transport & Highways,Roads & Highways,20,12259.74,14260.5,5144.48
December_2025,Puducherry,Department of Higher Education,Education,1,618.34,544.34,530.45
December_2025,Puducherry,Ministry of Railways,Railways,1,713.0,981.0,633.24
December_2025,Puducherry,Ministry of Road Transport & Highways,Roads & Highways,2,4488.17,4315.67,1288.86
December_2025,Punjab,Department of Higher Education,Education,2,559.3,559.3,320.39
December_2025,Punjab,"Department of Water Resources, River Development & GR",Water Resources,2,3727.07,5177.86,5182.41
December_2025,Punjab,Ministry of Housing & Urban Affairs,Waste & Water,2,545.53,545.53,374.66
December_2025,Punjab,Ministry of Petroleum & Natural Gas,Oil & Gas,5,12693.36,12693.4,8191.03
December_2025,Punjab,Ministry of Power,Transmission & Distribution,1,5969.0,5969.0,837.04
December_2025,Punjab,Ministry of Railways,Railways,3,15702.64,15703.0,96835.77
December_2025,Punjab,Ministry of Road Transport & Highways,Roads & Highways,24,31275.39,34504.4,16008.2
December_2025,Rajasthan,Department of Telecommunications,Telecommunication,2,758.54,530.07,380.25
December_2025,Rajasthan,Ministry of Civil Aviation,Aviation & Aviation Infrastructure,3,2874.0,2874.0,803.08
December_2025,Rajasthan,Ministry of Coal,Electricity Generation,1,1813.0,1813.0,1627.06
December_2025,Rajasthan,Ministry of Petroleum & Natural Gas,Energy Storage,3,52618.05,88948.1,71132.2
December_2025,Rajasthan,71132.20,Oil & Gas,2,10599.0,10599.0,6714.28
December_2025,Rajasthan,Ministry of Power,Transmission & Distribution,20,50547.23,50547.2,19497.19
December_2025,Rajasthan,Ministry of Railways,Railways,22,87820.03,163243.0,140848.77
December_2025,Rajasthan,Ministry of Road Transport & Highways,Roads & Highways,16,10383.1,9938.64,5813.09
December_2025,Sikkim,Department of Higher Education,Education,2,999.82,924.82,409.78
December_2025,Sikkim,Ministry of Civil Aviation,Aviation & Aviation Infrastructure,1,323.26,323.26,51.21
December_2025,Sikkim,Ministry of Petroleum & Natural Gas,Oil & Gas,1,9265.0,9265.0,6622.0
December_2025,Sikkim,Ministry of Power,Electricity Generation,2,6686.33,7576.15,5503.93
December_2025,Sikkim,5503.93,Transmission & Distribution,1,4754.42,9129.32,7809.22
December_2025,Sikkim,Ministry of Railways,Railways,1,7877.0,11775.0,9861.45
December_2025,Sikkim,Ministry of Road Transport & Highways,Roads & Highways,6,2629.21,2525.29,1.91
December_2025,Tamil Nadu,Ministry of Civil Aviation,Aviation & Aviation Infrastructure,1,1207.0,1207.0,208.06
December_2025,Tamil Nadu,Ministry of Coal,Electricity Generation,1,218.03,218.03,165.5
December_2025,Tamil Nadu,Ministry of Health & Family Welfare,Healthcare,1,1264.0,2021.51,366.59
December_2025,Tamil Nadu,Ministry of Housing & Urban Affairs,Urban Public Transport,1,63246.0,63246.0,30211.38
December_2025,Tamil Nadu,Ministry of Labour and Employment,Healthcare,1,152.95,177.01,107.83
December_2025,Tamil Nadu,Ministry of Mines,Metals & Mining,1,166.0,166.0,135.0
December_2025,Tamil Nadu,Ministry of Petroleum & Natural Gas,Energy Storage,3,2334.0,3448.71,1882.97
December_2025,Tamil Nadu,1882.97,Oil & Gas,4,38385.0,46153.0,6290.91
December_2025,Tamil Nadu,Ministry of Power,Transmission & Distribution,1,548.0,548.0,102.46
December_2025,Tamil Nadu,Ministry of Railways,Railways,7,8370.7,11242.2,6033.89
December_2025,Tamil Nadu,Ministry of Road Transport & Highways,Roads & Highways,24,36073.87,35226.7,12743.31
December_2025,Telangana,Department of Higher Education,Education,1,262.0,262.0,194.37
December_2025,Telangana,Department of Telecommunications,Telecommunication,3,3923.59,3923.59,1202.84
December_2025,Telangana,"Department of Water Resources, River Development & GR",Water Resources,4,11670.14,24129.6,11936.34
December_2025,Telangana,Ministry of Civil Aviation,Aviation & Aviation Infrastructure,1,500.48,500.48,348.09
December_2025,Telangana,Ministry of Coal,Coal,7,2986.57,2986.57,1721.56
December_2025,Telangana,Ministry of Health & Family Welfare,Healthcare,1,1028.0,1365.95,939.72
December_2025,Telangana,Ministry of Housing & Urban Affairs,Construction,1,644.0,644.0,116.18
December_2025,Telangana,Ministry of Petroleum & Natural Gas,Oil & Gas,1,215.0,215.0,38.16
December_2025,Telangana,Ministry of Power,Transmission & Distribution,2,5694.56,5694.56,5125.94
December_2025,Telangana,Ministry of Railways,Railways,11,19213.75,22977.8,12716.38
December_2025,Telangana,Ministry of Road Transport & Highways,Roads & Highways,32,17213.24,18825.0,6692.74
December_2025,Tripura,Ministry of Petroleum & Natural Gas,Energy Storage,1,656.0,656.0,526.86
December_2025,Tripura,526.86,Oil & Gas,2,9474.33,9396.51,6693.95
December_2025,Tripura,Ministry of Power,Transmission & Distribution,1,5111.33,6700.0,5442.41
December_2025,Tripura,Ministry of Road Transport & Highways,Roads & Highways,8,4890.7,4915.23,0.0
December_2025,Uttar Pradesh,Department of Higher Education,Education,1,246.0,246.0,199.71
December_2025,Uttar Pradesh,Department of Telecommunications,Telecommunication,4,4220.71,3992.24,1417.07
December_2025,Uttar Pradesh,"Department of Water Resources, River Development & GR",Waste & Water,2,1532.96,1532.96,243.43
December_2025,Uttar Pradesh,243.43,Water Resources,3,2953.27,6309.81,4689.88
December_2025,Uttar Pradesh,Ministry of Civil Aviation,Aviation & Aviation Infrastructure,3,3949.13,3949.13,892.25
December_2025,Uttar Pradesh,Ministry of Coal,Coal,2,1328.09,1328.09,1087.06
December_2025,Uttar Pradesh,1087.06,Electricity Generation,1,17237.8,21780.9,20743.86
December_2025,Uttar Pradesh,Ministry of Housing & Urban Affairs,Urban Public Transport,3,49730.1,49730.1,42464.09
December_2025,Uttar Pradesh,42464.09,Waste & Water,2,797.47,797.47,707.18
December_2025,Uttar Pradesh,Ministry of Petroleum & Natural Gas,Energy Storage,2,11068.45,11068.5,8468.24
December_2025,Uttar Pradesh,8468.24,Oil & Gas,3,17824.68,18213.1,1718.69
December_2025,Uttar Pradesh,"Ministry of Ports, Shipping and Waterways",Inland Waterways,1,5369.18,5061.15,3717.08
December_2025,Uttar Pradesh,Ministry of Power,Electricity Generation,1,17195.0,17195.0,2418.36
December_2025,Uttar Pradesh,2418.36,Transmission & Distribution,4,10482.81,10482.8,2394.58
December_2025,Uttar Pradesh,Ministry of Railways,Railways,25,93620.38,167255.0,146306.15
December_2025,Uttar Pradesh,Ministry of Road Transport & Highways,Roads & Highways,63,62299.0,57497.2,24085.68
December_2025,Uttarakhand,Department of Higher Education,Education,1,650.85,650.85,261.11
December_2025,Uttarakhand,"Department of Water Resources, River Development & GR",Water Resources,1,2584.1,2584.1,987.61
December_2025,Uttarakhand,Ministry of Housing & Urban Affairs,Real Estate,1,150.97,150.97,18.95
December_2025,Uttarakhand,Ministry of Labour and Employment,Healthcare,1,102.4,297.63,322.55
December_2025,Uttarakhand,Ministry of Power,Electricity Generation,3,11663.95,25651.4,19943.55
December_2025,Uttarakhand,Ministry of Railways,Railways,1,38953.0,38953.0,26840.95
December_2025,Uttarakhand,Ministry of Road Transport & Highways,Roads & Highways,10,6925.68,6926.79,2526.34
December_2025,West Bengal,Department of Higher Education,Education,1,500.0,442.0,401.6
December_2025,West Bengal,Department of Telecommunications,Telecommunication,2,3462.17,3462.17,1036.82
December_2025,West Bengal,"Department of Water Resources, River Development & GR",Waste & Water,1,154.73,154.73,96.17
December_2025,West Bengal,Ministry of Civil Aviation,Aviation & Aviation Infrastructure,2,1877.3,1877.3,469.55
December_2025,West Bengal,Ministry of Coal,Coal,13,15863.74,15863.7,2905.5
December_2025,West Bengal,Ministry of Mines,Construction,1,255.37,255.37,93.39
December_2025,West Bengal,Ministry of Petroleum & Natural Gas,Energy Storage,1,10228.0,11407.0,10270.18
December_2025,West Bengal,10270.18,Oil & Gas,11,19590.65,20535.2,12100.56
December_2025,West Bengal,"Ministry of Ports, Shipping and Waterways",Inland Waterways,1,5369.18,5061.15,3717.08
December_2025,West Bengal,3717.08,Shipping,2,551.91,551.91,477.51
December_2025,West Bengal,Ministry of Power,Electricity Generation,3,20091.84,21644.6,4027.48
December_2025,West Bengal,4027.48,Transmission & Distribution,2,751.63,751.63,7.25
December_2025,West Bengal,Ministry of Railways,Railways,16,49559.1,60771.0,35486.52
December_2025,West Bengal,Ministry of Road Transport & Highways,Roads & Highways,10,7013.9,7267.45,1980.82
December_2025,West Bengal,Ministry of Steel,Steel,6,6733.06,6733.06,852.45
October_2025,Unknown,Ministry of Steel,Steel,1,2518.39,2518.39,152.23
October_2025,Offshore,Ministry of Petroleum & Natural Gas,Oil & Gas,6,19714.58,22972.8,11505.5
October_2025,Offshore,"Ministry of Ports, Shipping and Waterways",Inland Waterways,1,177.0,197.0,183.32
October_2025,Offshore,Ministry of Railways,Railways,2,150819.0,150819.0,2520.51
October_2025,PAN India,Department of Telecommunications,Telecommunication,6,141891.67,264213.0,74254.01
October_2025,Andaman & Nicobar,Ministry of Housing & Urban Affairs,Real Estate,1,209.88,209.88,0.0
October_2025,Andhra Pradesh,Department for Promotion of Industry & Internal Trade,Real Estate,1,2139.44,2139.44,472.8
October_2025,Andhra Pradesh,Department of Higher Education,Education,1,305.0,305.0,19.96
October_2025,Andhra Pradesh,Department of Telecommunications,Telecommunication,3,7147.17,7147.17,1835.88
October_2025,Andhra Pradesh,"Department of Water Resources, River Development & GR",Water Resources,3,10901.5,57269.5,26326.17
October_2025,Andhra Pradesh,Ministry of Civil Aviation,Aviation & Aviation Infrastructure,3,1224.86,1224.86,676.79
October_2025,Andhra Pradesh,Ministry of Housing & Urban Affairs,Waste & Water,1,172.22,172.22,799.74
October_2025,Andhra Pradesh,Ministry of Labour and Employment,Healthcare,1,384.27,384.27,105.0
October_2025,Andhra Pradesh,Ministry of Petroleum & Natural Gas,Energy Storage,2,2898.34,3050.0,2344.92
October_2025,Andhra Pradesh,2344.92,Oil & Gas,4,37804.0,37864.0,32464.75
October_2025,Andhra Pradesh,Ministry of Power,Transmission & Distribution,5,13395.24,13395.2,4917.6
October_2025,Andhra Pradesh,Ministry of Railways,Railways,27,52663.77,59888.8,33853.71
